seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr5	113911738	113911738	1	+	prmtr.96288	ENSG00000251542.1	FALSE
chr5	72633733	72633733	1	+	prmtr.96289	ENSG00000251543.1	FALSE
chr5	93903166	93903166	1	+	prmtr.96290	ENSG00000251544.1	NA
chr5	178949458	178949458	1	+	prmtr.96291	ENSG00000251545.2	FALSE
chr2	89901292	89901292	1	+	prmtr.96292	ENSG00000251546.1	FALSE
chr5	10665225	10665225	1	-	prmtr.96293	ENSG00000251548.1	NA
chr5	8411109	8411109	1	-	prmtr.96294	ENSG00000251549.2	NA
chr17	47114484	47114484	1	+	prmtr.96295	ENSG00000251550.1	NA
chr5	82576463	82576463	1	-	prmtr.96296	ENSG00000251552.1	NA
chr5	98015106	98015106	1	+	prmtr.96297	ENSG00000251553.1	NA
chr5	124731673	124731673	1	-	prmtr.96298	ENSG00000251554.1	NA
chr4	132897107	132897107	1	-	prmtr.96299	ENSG00000251555.1	FALSE
chr5	145478969	145478969	1	+	prmtr.96300	ENSG00000251556.1	FALSE
chr11	43284977	43284977	1	-	prmtr.96301	ENSG00000251557.2	NA
chr11	43290943	43290943	1	-	prmtr.96302	ENSG00000251557.2	FALSE
chr11	65265233	65265233	1	+	prmtr.96303	ENSG00000251562.3	FALSE
chr8	88613862	88613862	1	-	prmtr.96304	ENSG00000251563.1	NA
chr7	51452463	51452463	1	+	prmtr.96305	ENSG00000251564.2	FALSE
chr5	76442393	76442393	1	+	prmtr.96306	ENSG00000251566.1	NA
chr4	137202449	137202449	1	-	prmtr.96307	ENSG00000251567.1	FALSE
chr4	137316626	137316626	1	-	prmtr.96308	ENSG00000251567.1	FALSE
chr5	5376949	5376949	1	-	prmtr.96309	ENSG00000251568.1	NA
chr2	170335990	170335990	1	+	prmtr.96310	ENSG00000251569.1	FALSE
chr4	104493246	104493246	1	+	prmtr.96311	ENSG00000251571.1	NA
chr4	103382407	103382407	1	+	prmtr.96312	ENSG00000251572.2	NA
chr5	50266001	50266001	1	-	prmtr.96313	ENSG00000251573.2	FALSE
chr5	104075242	104075242	1	-	prmtr.96314	ENSG00000251574.2	TRUE
chr5	104082310	104082310	1	-	prmtr.96315	ENSG00000251574.2	FALSE
chr5	104109523	104109523	1	-	prmtr.96316	ENSG00000251574.2	FALSE
chr5	104246434	104246434	1	-	prmtr.96317	ENSG00000251574.2	FALSE
chr5	104728671	104728671	1	-	prmtr.96318	ENSG00000251574.2	FALSE
chr5	61031496	61031496	1	-	prmtr.96319	ENSG00000251575.2	FALSE
chr3	14394068	14394068	1	-	prmtr.96320	ENSG00000251576.1	FALSE
chr4	104469902	104469902	1	+	prmtr.96321	ENSG00000251577.1	FALSE
chr7	142344427	142344427	1	+	prmtr.96322	ENSG00000251578.1	FALSE
chr3	130647120	130647120	1	-	prmtr.96323	ENSG00000251579.1	NA
chr4	6675557	6675557	1	-	prmtr.96324	ENSG00000251580.1	FALSE
chr5	149312231	149312231	1	-	prmtr.96325	ENSG00000251583.1	NA
chr4	175457791	175457791	1	+	prmtr.96326	ENSG00000251584.1	FALSE
chr5	85698283	85698283	1	+	prmtr.96327	ENSG00000251585.1	NA
chr4	106099220	106099220	1	-	prmtr.96328	ENSG00000251586.1	FALSE
chr4	4896900	4896900	1	-	prmtr.96329	ENSG00000251587.1	NA
chr4	36507665	36507665	1	+	prmtr.96330	ENSG00000251588.2	NA
chr3	32108103	32108103	1	-	prmtr.96331	ENSG00000251590.1	FALSE
chr5	36072181	36072181	1	-	prmtr.96332	ENSG00000251591.2	NA
chr5	25909612	25909612	1	+	prmtr.96333	ENSG00000251593.1	NA
chr4	421671	421671	1	-	prmtr.96334	ENSG00000251595.3	NA
chr4	467918	467918	1	-	prmtr.96335	ENSG00000251595.3	FALSE
chr4	166327502	166327502	1	-	prmtr.96336	ENSG00000251596.1	NA
chr5	53695269	53695269	1	+	prmtr.96337	ENSG00000251597.1	FALSE
chr4	133045186	133045186	1	-	prmtr.96338	ENSG00000251598.1	FALSE
chr5	72446419	72446419	1	-	prmtr.96339	ENSG00000251599.1	FALSE
chr4	144833484	144833484	1	+	prmtr.96340	ENSG00000251600.1	FALSE
chr4	144859020	144859020	1	+	prmtr.96341	ENSG00000251600.1	FALSE
chr4	144898385	144898385	1	+	prmtr.96342	ENSG00000251600.1	FALSE
chr5	50230355	50230355	1	-	prmtr.96343	ENSG00000251601.1	FALSE
chr14	105886076	105886076	1	-	prmtr.96344	ENSG00000251602.2	FALSE
chr4	152588376	152588376	1	+	prmtr.96345	ENSG00000251603.1	FALSE
chr5	72747323	72747323	1	+	prmtr.96346	ENSG00000251604.1	FALSE
chr5	77603327	77603327	1	+	prmtr.96347	ENSG00000251605.1	NA
chr5	96424779	96424779	1	+	prmtr.96348	ENSG00000251606.1	FALSE
chr6	29385057	29385057	1	+	prmtr.96349	ENSG00000251608.1	NA
chr4	121818238	121818238	1	-	prmtr.96350	ENSG00000251609.2	FALSE
chr3	129774763	129774763	1	-	prmtr.96351	ENSG00000251610.1	NA
chr4	152329987	152329987	1	-	prmtr.96352	ENSG00000251611.1	FALSE
chr5	72057492	72057492	1	-	prmtr.96353	ENSG00000251613.3	FALSE
chr5	72058554	72058554	1	-	prmtr.96354	ENSG00000251613.3	FALSE
chr3	132364675	132364675	1	+	prmtr.96355	ENSG00000251614.1	FALSE
chr4	8360065	8360065	1	-	prmtr.96356	ENSG00000251615.3	NA
chr5	132450167	132450167	1	-	prmtr.96357	ENSG00000251616.1	FALSE
chrX	55306272	55306272	1	+	prmtr.96358	ENSG00000251617.1	FALSE
chrY	24041541	24041541	1	+	prmtr.96359	ENSG00000251618.1	FALSE
chr4	189697811	189697811	1	+	prmtr.96360	ENSG00000251619.1	FALSE
chr4	98288077	98288077	1	+	prmtr.96361	ENSG00000251620.1	FALSE
chr2	162280526	162280526	1	+	prmtr.96362	ENSG00000251621.1	FALSE
chr5	175564160	175564160	1	+	prmtr.96363	ENSG00000251623.1	FALSE
chr4	9495380	9495380	1	+	prmtr.96364	ENSG00000251624.1	FALSE
chr5	110320165	110320165	1	-	prmtr.96365	ENSG00000251627.1	NA
chr5	113391703	113391703	1	+	prmtr.96366	ENSG00000251628.1	FALSE
chr5	20611949	20611949	1	+	prmtr.96367	ENSG00000251629.2	FALSE
chr5	20616514	20616514	1	+	prmtr.96368	ENSG00000251629.2	FALSE
chr4	49563487	49563487	1	-	prmtr.96369	ENSG00000251630.1	NA
chr4	138466885	138466885	1	+	prmtr.96370	ENSG00000251632.1	FALSE
chr8	74827245	74827245	1	-	prmtr.96371	ENSG00000251633.3	FALSE
chr5	70424580	70424580	1	-	prmtr.96372	ENSG00000251634.2	FALSE
chr4	38565624	38565624	1	+	prmtr.96373	ENSG00000251635.1	FALSE
chr4	101735437	101735437	1	-	prmtr.96374	ENSG00000251636.1	FALSE
chr11	67653948	67653948	1	+	prmtr.96375	ENSG00000251637.2	FALSE
chr4	24769671	24769671	1	+	prmtr.96376	ENSG00000251638.1	NA
chr4	1095346	1095346	1	-	prmtr.96377	ENSG00000251639.2	FALSE
chr4	38288615	38288615	1	+	prmtr.96378	ENSG00000251642.1	FALSE
chr4	188365452	188365452	1	-	prmtr.96379	ENSG00000251643.1	FALSE
chr4	15867563	15867563	1	-	prmtr.96380	ENSG00000251644.1	FALSE
chr4	84299229	84299229	1	-	prmtr.96381	ENSG00000251647.2	FALSE
chr5	65028800	65028800	1	+	prmtr.96382	ENSG00000251648.2	NA
chr4	126991863	126991863	1	+	prmtr.96383	ENSG00000251649.1	FALSE
chr4	1107427	1107427	1	+	prmtr.96384	ENSG00000251652.1	FALSE
chr4	1126097	1126097	1	+	prmtr.96385	ENSG00000251652.1	FALSE
chr5	25298721	25298721	1	-	prmtr.96386	ENSG00000251654.2	FALSE
chr12	11508525	11508525	1	-	prmtr.96387	ENSG00000251655.2	FALSE
chr12	11548500	11548500	1	-	prmtr.96388	ENSG00000251655.2	FALSE
chr5	42908769	42908769	1	-	prmtr.96389	ENSG00000251656.1	NA
chr7	30197147	30197147	1	+	prmtr.96390	ENSG00000251660.1	TRUE
chr11	318640	318640	1	+	prmtr.96391	ENSG00000251661.3	FALSE
chr5	123731640	123731640	1	+	prmtr.96392	ENSG00000251662.2	FALSE
chr5	74521249	74521249	1	+	prmtr.96393	ENSG00000251663.1	NA
chr5	140255058	140255058	1	+	prmtr.96394	ENSG00000251664.2	FALSE
chr17	49021465	49021465	1	+	prmtr.96395	ENSG00000251665.1	FALSE
chr5	176478715	176478715	1	+	prmtr.96396	ENSG00000251666.1	FALSE
chr5	175735066	175735066	1	+	prmtr.96397	ENSG00000251667.1	NA
chr5	75466755	75466755	1	+	prmtr.96398	ENSG00000251668.1	NA
chr4	3954903	3954903	1	-	prmtr.96399	ENSG00000251669.1	TRUE
chr4	3956770	3956770	1	-	prmtr.96400	ENSG00000251669.1	TRUE
chr4	3957146	3957146	1	-	prmtr.96401	ENSG00000251669.1	FALSE
chr5	174178307	174178307	1	+	prmtr.96402	ENSG00000251670.1	FALSE
chr5	79424184	79424184	1	+	prmtr.96403	ENSG00000251675.1	FALSE
chr4	132694457	132694457	1	+	prmtr.96404	ENSG00000251676.1	FALSE
chr5	7344692	7344692	1	+	prmtr.96405	ENSG00000251678.1	FALSE
chr4	14136560	14136560	1	+	prmtr.96406	ENSG00000251679.1	FALSE
chr5	129241354	129241354	1	-	prmtr.96407	ENSG00000251680.1	FALSE
chr5	129241610	129241610	1	-	prmtr.96408	ENSG00000251680.1	FALSE
chr5	60642953	60642953	1	+	prmtr.96409	ENSG00000251682.1	NA
chr4	69870852	69870852	1	-	prmtr.96410	ENSG00000251685.2	NA
chr4	69886132	69886132	1	-	prmtr.96411	ENSG00000251685.2	FALSE
chr1	159335951	159335951	1	+	prmtr.96412	ENSG00000251686.1	NA
chr4	146754270	146754270	1	+	prmtr.96413	ENSG00000251687.1	FALSE
chr4	148488758	148488758	1	+	prmtr.96414	ENSG00000251688.1	FALSE
chr4	263964	263964	1	-	prmtr.96415	ENSG00000251689.1	NA
chr4	70172891	70172891	1	-	prmtr.96416	ENSG00000251691.2	NA
chr16	1538468	1538468	1	-	prmtr.96417	ENSG00000251692.3	FALSE
chr16	1538982	1538982	1	-	prmtr.96418	ENSG00000251692.3	FALSE
chr4	9360109	9360109	1	+	prmtr.96419	ENSG00000251694.1	NA
chr12	69186125	69186125	1	+	prmtr.96420	ENSG00000251695.2	NA
chr1	205031380	205031380	1	+	prmtr.96421	ENSG00000251696.1	NA
chr9	34478620	34478620	1	+	prmtr.96422	ENSG00000251697.1	NA
chr17	64635387	64635387	1	+	prmtr.96423	ENSG00000251698.1	NA
chr9	8888136	8888136	1	+	prmtr.96424	ENSG00000251699.1	NA
chr16	70902110	70902110	1	+	prmtr.96425	ENSG00000251700.1	NA
chr18	28564072	28564072	1	+	prmtr.96426	ENSG00000251702.1	NA
chr4	57868858	57868858	1	+	prmtr.96427	ENSG00000251703.1	NA
chr2	16380471	16380471	1	+	prmtr.96428	ENSG00000251704.1	NA
chrY	10037764	10037764	1	+	prmtr.96429	ENSG00000251705.1	NA
chr16	30494516	30494516	1	-	prmtr.96430	ENSG00000251706.1	NA
chrX	53159663	53159663	1	+	prmtr.96431	ENSG00000251707.1	NA
chr3	136351990	136351990	1	+	prmtr.96432	ENSG00000251708.1	NA
chr19	39540607	39540607	1	-	prmtr.96433	ENSG00000251709.1	NA
chr5	153472939	153472939	1	-	prmtr.96434	ENSG00000251710.1	NA
chr10	26108355	26108355	1	-	prmtr.96435	ENSG00000251711.1	NA
chr7	148518104	148518104	1	+	prmtr.96436	ENSG00000251712.1	NA
chr20	18150633	18150633	1	-	prmtr.96437	ENSG00000251713.1	NA
chr4	183552841	183552841	1	-	prmtr.96438	ENSG00000251714.1	NA
chr13	73034739	73034739	1	-	prmtr.96439	ENSG00000251715.1	NA
chr4	88333380	88333380	1	+	prmtr.96440	ENSG00000251716.1	NA
chr16	34988167	34988167	1	+	prmtr.96441	ENSG00000251717.1	NA
chr2	11701320	11701320	1	+	prmtr.96442	ENSG00000251718.1	NA
chr18	26628584	26628584	1	+	prmtr.96443	ENSG00000251719.1	NA
chr1	64002441	64002441	1	-	prmtr.96444	ENSG00000251720.1	NA
chr2	159390712	159390712	1	+	prmtr.96445	ENSG00000251721.1	NA
chr4	48576537	48576537	1	-	prmtr.96446	ENSG00000251722.1	NA
chr9	135729205	135729205	1	+	prmtr.96447	ENSG00000251723.1	NA
chr5	74834483	74834483	1	-	prmtr.96448	ENSG00000251724.1	NA
chr5	92956494	92956494	1	-	prmtr.96449	ENSG00000251725.1	NA
chr14	35314566	35314566	1	-	prmtr.96450	ENSG00000251726.1	NA
chr3	93562608	93562608	1	+	prmtr.96451	ENSG00000251727.1	NA
chr7	139794592	139794592	1	-	prmtr.96452	ENSG00000251728.1	NA
chr15	98015482	98015482	1	-	prmtr.96453	ENSG00000251729.1	NA
chr3	183171916	183171916	1	+	prmtr.96454	ENSG00000251730.1	NA
chr14	48963267	48963267	1	-	prmtr.96455	ENSG00000251731.1	NA
chr5	107146330	107146330	1	+	prmtr.96456	ENSG00000251732.1	NA
chr9	19063784	19063784	1	-	prmtr.96457	ENSG00000251733.1	NA
chr14	47429626	47429626	1	+	prmtr.96458	ENSG00000251735.1	NA
chr22	18124285	18124285	1	-	prmtr.96459	ENSG00000251737.1	NA
chr2	58289800	58289800	1	-	prmtr.96460	ENSG00000251738.1	NA
chr4	184627084	184627084	1	+	prmtr.96461	ENSG00000251739.1	NA
chr10	5090173	5090173	1	-	prmtr.96462	ENSG00000251740.1	NA
chr5	112829532	112829532	1	+	prmtr.96463	ENSG00000251741.1	NA
chr4	182756261	182756261	1	-	prmtr.96464	ENSG00000251742.1	NA
chr8	140120673	140120673	1	+	prmtr.96465	ENSG00000251744.1	NA
chr9	37936765	37936765	1	-	prmtr.96466	ENSG00000251745.1	NA
chr2	178003427	178003427	1	+	prmtr.96467	ENSG00000251746.1	NA
chr12	11699413	11699413	1	+	prmtr.96468	ENSG00000251747.1	NA
chr9	33868538	33868538	1	+	prmtr.96469	ENSG00000251748.1	NA
chr10	21774567	21774567	1	+	prmtr.96470	ENSG00000251749.1	NA
chr1	240816667	240816667	1	+	prmtr.96471	ENSG00000251750.1	NA
chr3	157648514	157648514	1	-	prmtr.96472	ENSG00000251751.1	NA
chr9	85890856	85890856	1	+	prmtr.96473	ENSG00000251752.1	NA
chr13	91434123	91434123	1	-	prmtr.96474	ENSG00000251753.1	NA
chr1	245207230	245207230	1	+	prmtr.96475	ENSG00000251754.1	NA
chr4	33786557	33786557	1	+	prmtr.96476	ENSG00000251755.1	NA
chr14	52159470	52159470	1	+	prmtr.96477	ENSG00000251756.1	NA
chr2	131380411	131380411	1	+	prmtr.96478	ENSG00000251757.1	NA
chr4	16010410	16010410	1	-	prmtr.96479	ENSG00000251758.1	NA
chr3	166387910	166387910	1	-	prmtr.96480	ENSG00000251759.1	NA
chr16	34987197	34987197	1	+	prmtr.96481	ENSG00000251760.1	NA
chr3	18996541	18996541	1	-	prmtr.96482	ENSG00000251761.1	NA
chr6	7040779	7040779	1	-	prmtr.96483	ENSG00000251762.1	NA
chr17	41489795	41489795	1	+	prmtr.96484	ENSG00000251763.1	NA
chr17	64891608	64891608	1	+	prmtr.96485	ENSG00000251764.1	NA
chrY	9928137	9928137	1	-	prmtr.96486	ENSG00000251766.1	NA
chr1	77886010	77886010	1	+	prmtr.96487	ENSG00000251767.1	NA
chr6	127639118	127639118	1	-	prmtr.96488	ENSG00000251768.1	NA
chr14	101382173	101382173	1	+	prmtr.96489	ENSG00000251769.1	NA
chr20	46501935	46501935	1	+	prmtr.96490	ENSG00000251770.1	NA
chr14	52071618	52071618	1	-	prmtr.96491	ENSG00000251771.1	NA
chr20	55575143	55575143	1	+	prmtr.96492	ENSG00000251772.1	NA
chr3	86284471	86284471	1	+	prmtr.96493	ENSG00000251773.1	NA
chr3	12556205	12556205	1	+	prmtr.96494	ENSG00000251774.1	NA
chr2	64110525	64110525	1	-	prmtr.96495	ENSG00000251775.1	NA
chr9	85816143	85816143	1	-	prmtr.96496	ENSG00000251776.1	NA
chr3	12543203	12543203	1	-	prmtr.96497	ENSG00000251777.1	NA
chr21	43302314	43302314	1	+	prmtr.96498	ENSG00000251778.1	NA
chr17	74315457	74315457	1	+	prmtr.96499	ENSG00000251779.1	NA
chr1	155115747	155115747	1	+	prmtr.96500	ENSG00000251780.1	NA
chr12	30459457	30459457	1	-	prmtr.96501	ENSG00000251781.1	NA
chr10	43100606	43100606	1	+	prmtr.96502	ENSG00000251783.1	NA
chr1	78080554	78080554	1	+	prmtr.96503	ENSG00000251785.1	NA
chr3	142520049	142520049	1	+	prmtr.96504	ENSG00000251787.1	NA
chr12	64622455	64622455	1	-	prmtr.96505	ENSG00000251788.1	NA
chr1	223547164	223547164	1	+	prmtr.96506	ENSG00000251789.1	NA
chr2	234197322	234197322	1	+	prmtr.96507	ENSG00000251791.1	NA
chr14	50553700	50553700	1	+	prmtr.96508	ENSG00000251792.1	NA
chr6	16148676	16148676	1	-	prmtr.96509	ENSG00000251793.1	NA
chr16	74490439	74490439	1	+	prmtr.96510	ENSG00000251794.1	NA
chr1	93303575	93303575	1	+	prmtr.96511	ENSG00000251795.1	NA
chrY	28393531	28393531	1	+	prmtr.96512	ENSG00000251796.1	NA
chrX	148412432	148412432	1	+	prmtr.96513	ENSG00000251797.1	NA
chr7	75716762	75716762	1	+	prmtr.96514	ENSG00000251798.1	NA
chr4	57684480	57684480	1	-	prmtr.96515	ENSG00000251799.1	NA
chr3	146671865	146671865	1	-	prmtr.96516	ENSG00000251800.1	NA
chr2	229452589	229452589	1	-	prmtr.96517	ENSG00000251801.1	NA
chr7	34932029	34932029	1	+	prmtr.96518	ENSG00000251802.1	NA
chr10	17445507	17445507	1	+	prmtr.96519	ENSG00000251803.1	NA
chr3	142126579	142126579	1	-	prmtr.96520	ENSG00000251804.1	NA
chr2	24496610	24496610	1	-	prmtr.96521	ENSG00000251805.1	NA
chr20	2443683	2443683	1	-	prmtr.96522	ENSG00000251806.1	NA
chrX	41778602	41778602	1	-	prmtr.96523	ENSG00000251807.1	NA
chr4	111774626	111774626	1	-	prmtr.96524	ENSG00000251808.1	NA
chr17	52848310	52848310	1	+	prmtr.96525	ENSG00000251809.1	NA
chr10	28072982	28072982	1	-	prmtr.96526	ENSG00000251810.1	NA
chr3	43513969	43513969	1	+	prmtr.96527	ENSG00000251811.1	NA
chr17	4089621	4089621	1	+	prmtr.96528	ENSG00000251812.1	NA
chr1	194457335	194457335	1	-	prmtr.96529	ENSG00000251813.1	NA
chr6	117620527	117620527	1	+	prmtr.96530	ENSG00000251814.1	NA
chr15	25344646	25344646	1	+	prmtr.96531	ENSG00000251815.1	NA
chr4	19183479	19183479	1	-	prmtr.96532	ENSG00000251816.1	NA
chr1	173250216	173250216	1	+	prmtr.96533	ENSG00000251817.1	NA
chr17	26345796	26345796	1	+	prmtr.96534	ENSG00000251818.1	NA
chr15	101092127	101092127	1	-	prmtr.96535	ENSG00000251819.1	NA
chr4	128813146	128813146	1	+	prmtr.96536	ENSG00000251821.1	NA
chr12	60757603	60757603	1	+	prmtr.96537	ENSG00000251822.1	NA
chr4	57197383	57197383	1	-	prmtr.96538	ENSG00000251823.1	NA
chr14	49410717	49410717	1	-	prmtr.96539	ENSG00000251824.1	NA
chr1	73657538	73657538	1	-	prmtr.96540	ENSG00000251825.1	NA
chr4	47813652	47813652	1	-	prmtr.96541	ENSG00000251827.1	NA
chr5	79602187	79602187	1	-	prmtr.96542	ENSG00000251828.1	NA
chr17	15685655	15685655	1	+	prmtr.96543	ENSG00000251829.1	NA
chr6	24166501	24166501	1	+	prmtr.96544	ENSG00000251830.1	NA
chr6	16205245	16205245	1	+	prmtr.96545	ENSG00000251831.1	NA
chr20	6841661	6841661	1	+	prmtr.96546	ENSG00000251833.1	NA
chr9	15432004	15432004	1	-	prmtr.96547	ENSG00000251834.1	NA
chr8	55065442	55065442	1	-	prmtr.96548	ENSG00000251835.1	NA
chr10	120545475	120545475	1	-	prmtr.96549	ENSG00000251836.1	NA
chr1	93493063	93493063	1	-	prmtr.96550	ENSG00000251837.1	NA
chr11	37723770	37723770	1	-	prmtr.96551	ENSG00000251838.1	NA
chr10	27521245	27521245	1	-	prmtr.96552	ENSG00000251839.1	NA
chr8	124600999	124600999	1	+	prmtr.96553	ENSG00000251840.1	NA
chrY	2652790	2652790	1	+	prmtr.96554	ENSG00000251841.1	NA
chr5	148437219	148437219	1	-	prmtr.96555	ENSG00000251842.1	NA
chr19	54222419	54222419	1	-	prmtr.96556	ENSG00000251843.1	NA
chr12	97946006	97946006	1	-	prmtr.96557	ENSG00000251844.1	NA
chrX	153121158	153121158	1	+	prmtr.96558	ENSG00000251846.1	NA
chr9	120493749	120493749	1	-	prmtr.96559	ENSG00000251847.1	NA
chrX	2729941	2729941	1	+	prmtr.96560	ENSG00000251848.1	NA
chr2	218041221	218041221	1	+	prmtr.96561	ENSG00000251849.1	NA
chr2	69409135	69409135	1	-	prmtr.96562	ENSG00000251850.1	NA
chr21	21728164	21728164	1	-	prmtr.96563	ENSG00000251851.1	NA
chr7	103074008	103074008	1	-	prmtr.96564	ENSG00000251852.1	NA
chr3	149496895	149496895	1	-	prmtr.96565	ENSG00000251854.1	NA
chr5	54468181	54468181	1	-	prmtr.96566	ENSG00000251856.1	NA
chr12	66460001	66460001	1	+	prmtr.96567	ENSG00000251857.1	NA
chr14	42063666	42063666	1	+	prmtr.96568	ENSG00000251858.1	NA
chr2	14414849	14414849	1	-	prmtr.96569	ENSG00000251859.1	NA
chr17	7514499	7514499	1	+	prmtr.96570	ENSG00000251860.1	NA
chr1	204697119	204697119	1	+	prmtr.96571	ENSG00000251861.1	NA
chr11	34963384	34963384	1	+	prmtr.96572	ENSG00000251862.2	NA
chr12	33515590	33515590	1	-	prmtr.96573	ENSG00000251863.1	NA
chr6	36640615	36640615	1	+	prmtr.96574	ENSG00000251864.1	NA
chr17	56913260	56913260	1	+	prmtr.96575	ENSG00000251865.1	NA
chr1	15868660	15868660	1	+	prmtr.96576	ENSG00000251866.1	NA
chr8	81397854	81397854	1	-	prmtr.96577	ENSG00000251867.2	NA
chr16	72855891	72855891	1	-	prmtr.96578	ENSG00000251868.1	NA
chrX	24762558	24762558	1	+	prmtr.96579	ENSG00000251869.1	NA
chr18	56593528	56593528	1	-	prmtr.96580	ENSG00000251870.1	NA
chr8	53950309	53950309	1	-	prmtr.96581	ENSG00000251871.1	NA
chr2	48008518	48008518	1	+	prmtr.96582	ENSG00000251872.1	NA
chr5	51182522	51182522	1	+	prmtr.96583	ENSG00000251873.1	NA
chr4	83924565	83924565	1	+	prmtr.96584	ENSG00000251874.1	NA
chr1	179545403	179545403	1	+	prmtr.96585	ENSG00000251875.1	NA
chr20	47355985	47355985	1	-	prmtr.96586	ENSG00000251876.1	NA
chr6	28378047	28378047	1	+	prmtr.96587	ENSG00000251877.1	NA
chr4	185353120	185353120	1	+	prmtr.96588	ENSG00000251878.1	NA
chrY	5742287	5742287	1	+	prmtr.96589	ENSG00000251879.2	NA
chr5	37327237	37327237	1	+	prmtr.96590	ENSG00000251880.1	NA
chr15	80434400	80434400	1	+	prmtr.96591	ENSG00000251881.1	NA
chr6	115188140	115188140	1	-	prmtr.96592	ENSG00000251882.1	NA
chr20	25591789	25591789	1	+	prmtr.96593	ENSG00000251883.1	NA
chr9	97904823	97904823	1	-	prmtr.96594	ENSG00000251884.1	NA
chr14	20614314	20614314	1	-	prmtr.96595	ENSG00000251885.1	NA
chr18	18700467	18700467	1	-	prmtr.96596	ENSG00000251886.1	NA
chr5	31832546	31832546	1	+	prmtr.96597	ENSG00000251887.1	NA
chr16	82226395	82226395	1	-	prmtr.96598	ENSG00000251888.1	NA
chr2	48567965	48567965	1	-	prmtr.96599	ENSG00000251889.1	NA
chr22	33031184	33031184	1	-	prmtr.96600	ENSG00000251890.1	NA
chr15	85933115	85933115	1	-	prmtr.96601	ENSG00000251891.1	NA
chr8	107742084	107742084	1	-	prmtr.96602	ENSG00000251892.1	NA
chr12	76083084	76083084	1	-	prmtr.96603	ENSG00000251893.2	NA
chr21	30115530	30115530	1	+	prmtr.96604	ENSG00000251894.1	NA
chr14	85206286	85206286	1	+	prmtr.96605	ENSG00000251895.1	NA
chr15	25346722	25346722	1	+	prmtr.96606	ENSG00000251896.1	NA
chr18	6937019	6937019	1	-	prmtr.96607	ENSG00000251897.1	NA
chr12	6690775	6690775	1	-	prmtr.96608	ENSG00000251898.1	NA
chr1	85258882	85258882	1	-	prmtr.96609	ENSG00000251899.1	NA
chr2	65782668	65782668	1	-	prmtr.96610	ENSG00000251900.1	NA
chr13	96367032	96367032	1	-	prmtr.96611	ENSG00000251901.1	NA
chr13	21573606	21573606	1	-	prmtr.96612	ENSG00000251902.1	NA
chr8	89408776	89408776	1	-	prmtr.96613	ENSG00000251904.1	NA
chr2	146902724	146902724	1	+	prmtr.96614	ENSG00000251905.1	NA
chr4	105895819	105895819	1	+	prmtr.96615	ENSG00000251906.1	NA
chr14	74126363	74126363	1	-	prmtr.96616	ENSG00000251907.1	NA
chr12	14403275	14403275	1	-	prmtr.96617	ENSG00000251908.1	NA
chr10	5237936	5237936	1	-	prmtr.96618	ENSG00000251909.1	NA
chr7	104611734	104611734	1	+	prmtr.96619	ENSG00000251911.1	NA
chr22	49210216	49210216	1	-	prmtr.96620	ENSG00000251912.1	NA
chr22	42965256	42965256	1	-	prmtr.96621	ENSG00000251913.1	NA
chr1	21167734	21167734	1	+	prmtr.96622	ENSG00000251914.1	NA
chr16	34968764	34968764	1	+	prmtr.96623	ENSG00000251915.1	NA
chr6	32517867	32517867	1	-	prmtr.96624	ENSG00000251916.1	NA
chrY	26092918	26092918	1	-	prmtr.96625	ENSG00000251917.1	NA
chr14	101406904	101406904	1	+	prmtr.96626	ENSG00000251918.1	NA
chr11	72332810	72332810	1	+	prmtr.96627	ENSG00000251919.1	NA
chr6	126301080	126301080	1	-	prmtr.96628	ENSG00000251920.1	NA
chr10	6059157	6059157	1	-	prmtr.96629	ENSG00000251922.1	NA
chr4	56664802	56664802	1	+	prmtr.96630	ENSG00000251923.1	NA
chr16	34969743	34969743	1	+	prmtr.96631	ENSG00000251924.1	NA
chrY	25569383	25569383	1	-	prmtr.96632	ENSG00000251925.1	NA
chr10	70472715	70472715	1	+	prmtr.96633	ENSG00000251926.1	NA
chr3	45633747	45633747	1	+	prmtr.96634	ENSG00000251927.1	NA
chr11	16996035	16996035	1	-	prmtr.96635	ENSG00000251928.1	NA
chr14	50368668	50368668	1	-	prmtr.96636	ENSG00000251929.1	NA
chr6	53012727	53012727	1	-	prmtr.96637	ENSG00000251930.1	NA
chr12	59844553	59844553	1	-	prmtr.96638	ENSG00000251931.1	NA
chr1	224910169	224910169	1	+	prmtr.96639	ENSG00000251933.1	NA
chr11	3736105	3736105	1	-	prmtr.96640	ENSG00000251934.1	NA
chr2	191418206	191418206	1	-	prmtr.96641	ENSG00000251935.1	NA
chr7	147546976	147546976	1	+	prmtr.96642	ENSG00000251936.1	NA
chr18	12400411	12400411	1	+	prmtr.96643	ENSG00000251937.1	NA
chr3	47130098	47130098	1	+	prmtr.96644	ENSG00000251938.1	NA
chr18	43701687	43701687	1	-	prmtr.96645	ENSG00000251939.1	NA
chr22	19237396	19237396	1	+	prmtr.96646	ENSG00000251940.1	NA
